start_date,country,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,actual_cause,shutdown_status
9/26/2021,India,"Ajmer, Alwar, Banswara, Barmer, Baran, Bharatpur, Bhilwara, Bikaner, Bundi, Chittorgarh, Churu, Dausa, Dholpur, Dungarpur, Ganganagar, Jalor, Jaisalmer, Jhunjhunun, Kota, Jaipur, Udaipur, Rajsamand, Sirohi, Tonk, Sikar, Sawai Madhopur, Pali, Nagaur, Karauli, Jodhpur, Jhalawar, Hanumangarh, in Rajasthan",Shutdown,Mobile,Full network,Local government,Exam cheating,Ended
10/3/2021,India,"Lakhimpur Kheri, Uttar Pradesh",Shutdown,"Broadband, Mobile",Full network,Unknown,Communal violence,Ended
10/6/2021,India,"Kabeerdham, Rajnandgaon, Bametara, in Chhattisgarh",Shutdown,Mobile,Full network,Unknown,Communal violence,Ended
10/12/2021,Yemen,Abdiya district,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/15/2021,Eswatini,Entire country,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
10/15/2021,Bangladesh,Entire country,Shutdown,Mobile,Full network,Executive government,Other,Ended
10/16/2021,India,"Awantipora, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/18/2021,India,"Kulgam, Srinagar, and multiple areas in Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/20/2021,Turkmenistan,Entire country,Shutdown,"Broadband, Mobile",Service-based,Executive government,Other,Unknown
10/20/2021,India,"Sringagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/22/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/24/2021,India,"Srinagar, Kulgam, Pulwama, Shopian, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/25/2021,India,"Jaipur, Jodhpur, Bikaner, in Rajasthan",Shutdown,Mobile,Full network,Local government,Exam cheating,Ended
10/25/2021,Sudan,Entire country,Shutdown,"Broadband, Mobile","Full network, Service-based",Military,Political instability,Ended
10/26/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/27/2021,India,"Jaipur, Bharatpur, Sawai Madhopur, Hanumangarh, Ajmer, Bikaner, in Rajasthan",Shutdown,Mobile,"Full network, Service-based",Local government,Exam cheating,Ended
10/28/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/30/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/1/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/3/2021,Uzbekistan,Entire country,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Unknown
11/3/2021,Myanmar,Kachin's Indawgyi township,Shutdown,Mobile,Full network,Military,Conflict,Unknown
11/3/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/5/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/7/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/9/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/11/2021,India,"Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/11/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/13/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/13/2021,India,"Amravati, in Maharashtra",Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
11/15/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/17/2021,Sudan,NA,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
11/17/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/18/2021,India,"Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/19/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/20/2021,India,"Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/20/2021,Burkina Faso,Entire country,Shutdown,Mobile,Full network,Executive government,Protests,Ended
11/21/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/23/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/24/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/25/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/25/2021,Turkmenistan,Khorog,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
11/25/2021,Iran,Ahvaz,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
11/25/2021,Tajikistan,Gorno-Badakhshan Autonomous Oblast (GBAO),Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
11/27/2021,India,"Srinagar, Kulgam, Pulwama, Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/29/2021,India,"Srinagar, Kulgam, Pulwama, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/1/2021,India,"Pulwama, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/1/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/3/2021,China,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
12/5/2021,India,"Mon, Nagaland",Shutdown,Mobile,Full network,State government,Protests,Ended
12/8/2021,India,"Shopian, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/8/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/10/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/13/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/16/2021,India,"Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/16/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/19/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/22/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/24/2021,India,"Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/25/2021,Sudan,Entire country,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
12/25/2021,India,"Shopian, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/25/2021,India,"Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/25/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/28/2021,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/30/2021,Sudan,Entire country,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
12/31/2021,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
9/11/2013,Turkey,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
9/15/2016,Indonesia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
10/28/2016,United Arab Emirates,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
2/9/2017,Saudi Arabia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/12/2017,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/24/2019,Lebanon,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/31/2019,Pakistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
1/1/2020,Qatar,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
6/29/2020,India,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ongoing
11/4/2020,Ethiopia,Tigray,Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
1/12/2021,Uganda,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Elections,Ongoing
1/25/2021,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Unknown,Ongoing
3/10/2021,Russian Federation,Nationwide,Throttle,"Broadband, Mobile","Full network, Service-based",Executive government,Other,Ongoing
3/14/2021,Oman,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
3/15/2021,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
3/16/2021,China,Nationwide except for HK SAR,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
6/4/2021,Nigeria,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Other,Ended
8/20/2021,Myanmar,"Kachin's Hpakant, Sagaing",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/14/2021,Myanmar,"Sagaing’s Pale, Yinmarbin, Kani, Budalin, Ayadaw,  Taze, and Ye-U townships, Mandalay’s Mogyoke and Myingyan townships, and Magway's Taungdwingyi townships",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/23/2021,Myanmar,"Chin state’s Matupi, Tonzang, Paletwa, Falam, Kanpetlet, Thantlang, Tedim, Mindat townships, Magway's Myaing, Gangaw, and Tilin townships",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/26/2021,Myanmar,"Sagaing's Pinlebu, Wuntho, Kawlin, Salingyi, Mingin, Kalay townships, Chin's Haka township",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
10/20/2021,Turkmenistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
11/3/2021,Uzbekistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
11/25/2021,Tajikistan,Gorno-Badakhshan Autonomous Oblast (GBAO),Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
12/3/2021,China,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
12/31/2021,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/2/2022,Sudan,Nationwide,Throttle,"Broadband, Mobile",Full network,Unknown,Political instability,Ended
1/3/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/4/2022,Kazakhstan,Nationwide,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,Protests,Ended
1/5/2022,India,"Pulwama, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/6/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/6/2022,Myanmar,"Loikaw, Demoso, Bawlakhe, Hpasawng, and Mese townships in Kayah State",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
1/9/2022,India,"Kulgam, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/9/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/10/2022,Burkina Faso,Nationwide,Shutdown,Mobile,"Full network, Service-based",Executive government,Political instability,Ended
1/12/2022,India,Itanagar,Shutdown,Mobile,Full network,State government,Protests,Ended
1/12/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/15/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/18/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/20/2022,Yemen,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
1/21/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/23/2022,Burkina Faso,Nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,Political instability,Ended
1/24/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/26/2022,India,Kashmir Valley,Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
1/27/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/30/2022,India,"Pulwama, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/30/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/2/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/5/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/6/2022,Pakistan,"Panjgur, Balochistan",Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
2/7/2022,India,"Hazaribagh, Giridih, Chatra, and Kodarma Districts, Jharkhand",Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
2/8/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/8/2022,Turkmenistan,"Nationwide, especially Ashgabat",Throttle,Mobile,Full network,Executive government,Information control,Ended
2/11/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/11/2022,Oman,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
2/12/2022,Myanmar,Nationwide,Shutdown,Mobile,Full network,Military,Protests,Ended
2/14/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/17/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/20/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/20/2022,Zimbabwe,Harare,"Shutdown, Throttle",Mobile,"Full network, Service-based",Executive government,Protests,Ended
2/23/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/25/2022,India,"Shopian, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Communal violence,Ended
2/25/2022,Ukraine,Irpin,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
2/26/2022,Russian Federation,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
2/27/2022,Ukraine,Bucha,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/1/2022,Ukraine,Mariupol,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/3/2022,Ukraine,Sumy,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/3/2022,Ukraine,Izium,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/7/2022,India,"Malda, Murshidabad, Uttar Dinajpur, Coochbehar, Jalpaiguri, Birbhum, and Darjeeling Districts, West Bengal",Shutdown,Mobile,Full network,State government,Exam cheating,Ended
3/10/2022,India,"Chewakalan area, Pulwama, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
3/10/2022,Ukraine,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/12/2022,Ukraine,Sumy,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/16/2022,India,"Jhunjhunu, Rajasthan",Shutdown,Mobile,Full network,Unknown,Religious holiday/anniversary,Ended
3/17/2022,Turkmenistan,Ashgabat,Shutdown,"Broadband, Mobile",Full network,Executive government,Elections,Ended
3/18/2022,Brazil,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Judiciary,Elections,Ended
3/23/2022,Ukraine,Zhytomyr Oblast,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/28/2022,Ukraine,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/30/2022,Tunisia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Political instability,Ended
4/1/2022,India,"Turkwangam area, Shopian, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
4/2/2022,India,"Karauli, Rajasthan",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
4/2/2022,Sri Lanka,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
4/9/2022,India,"Anantnag, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
4/9/2022,India,"Pulwama, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
4/10/2022,Turkmenistan,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Political instability,Ended
4/12/2022,India,"Keonjhar, Odisha",Shutdown,"Broadband, Mobile",Full network,Law enforcement,Communal violence,Ended
4/12/2022,India,"Lohardaga, Jharkhand",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
4/13/2022,Ukraine,Cherkasy,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
4/19/2022,Bangladesh,"New Market area, Dhaka",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
4/21/2022,India,"Sunjwan area, South Kashmir, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Unknown
4/23/2022,India,"Pulwama and Shopian Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Unknown
4/29/2022,India,Jammu & Kashmir,Shutdown,Mobile,Full network,State government,Unknown,Unknown
4/30/2022,India,"Patiala, Punjab",Shutdown,Mobile,Full network,State government,Communal violence,Ended
4/30/2022,Ukraine,Kherson and Zaporizhzhia Oblasts,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
5/3/2022,India,"Jodhpur, Rajasthan",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
5/5/2022,India,"Bhilwara, Rajasthan",Shutdown,Mobile,Full network,Unknown,Other,Ended
5/6/2022,Iran,Khuzestan,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Protests,Ended
5/9/2022,Iran,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Protests,Ended
5/10/2022,India,"Pandoshan area, Shopian, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
5/11/2022,India,"Marhama area, Anantnag, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
5/11/2022,India,"Bhilwara, Rajasthan",Shutdown,Mobile,Full network,Unknown,Communal violence,Ended
5/12/2022,India,"Hanumangarh, Rajasthan",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
5/15/2022,India,"Turkwangam area, Shopian, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
5/17/2022,Tajikistan,Gorno-Badakhshan Autonomous Oblast (GBAO),Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
5/23/2022,Myanmar,"Monywa, Sagaing",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
5/24/2022,Myanmar,"Dawei, Launglong, and Thayetchaung townships, Tanintharyi Region",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
5/25/2022,India,"Srinagar, Ganderbal, Budgam, Anantnag, Kulgam, Shopian, Pulwama, and Awantipora Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
5/25/2022,India,"Konaseema, Andhra Pradesh",Shutdown,Mobile,Full network,Unknown,Protests,Ended
5/25/2022,Pakistan,"Nationwide traffic drop (CF reported), several areas of Rawalpindi, including Shamsabad and Faizabad, cities including Lahore, Karachi, Islamabad (various cities in Punjab)",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
5/26/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
5/27/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
5/28/2022,India,"Anantnag, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
5/30/2022,Syrian Arab Republic,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
5/30/2022,Ukraine,"Kherson, Melitopol","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
5/30/2022,Ukraine,"Melitopol, Kherson",Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
6/9/2022,India,"Amer area, Jaipur, Rajasthan",Shutdown,"Broadband, Mobile",Full network,State government,Elections,Ended
6/9/2022,India,"Doda, Ramban, and Kishtwar Districts, Jammu & Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,Political instability,Ended
6/10/2022,India,"Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
6/10/2022,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
6/10/2022,India,"Ranchi, Jharkhand",Shutdown,Mobile,Full network,Local government,Protests,Ended
6/10/2022,India,"Howrah, West Bengal",Shutdown,Mobile,Full network,State government,Protests,Ended
6/11/2022,India,"Beldanga area, Murshidabad, West Bengal",Shutdown,Mobile,Full network,State government,Protests,Ended
6/11/2022,Sudan,NA,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
6/13/2022,Algeria,Nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
6/13/2022,India,"Nakashipara area, Nadia, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
6/14/2022,India,"Beldanga area, Murshidabad, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
6/16/2022,India,"Hangalgund and Kokernag areas, Anantnag, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
6/16/2022,India,"Palwal, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
6/16/2022,India,"Ballabgarh area, Faridabad, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
6/17/2022,India,17 Districts in Bihar,Shutdown,"Broadband, Mobile","Full network, Service-based",State government,Protests,Ended
6/17/2022,India,"Mahendergarh, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
6/17/2022,India,"Palwal and the Ballabgarh area of Faridabad, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
6/18/2022,India,"Beldanga, Rejinagar and Shaktipur areas, Murshidabad, West Bengal",Shutdown,Unknown,Full network,Law enforcement,Protests,Ended
6/26/2022,Uzbekistan,Karakalpakstan,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
6/27/2022,Iraq,"Kurdistan - (Erbil, Sulaymaniyah, Duhok)",Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
6/28/2022,India,"Across the state of Rajasthan, then only in Jaipur and Udaipur",Shutdown,Mobile,Full network,State government,Protests,Ended
6/30/2022,Jordan,Nationwide,Shutdown,Mobile,Service-based,Executive government,Exam cheating,Ended
6/30/2022,Sudan,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
7/1/2022,Libya,Tobruk,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
7/4/2022,Libya,Darna,Shutdown,"Broadband, Mobile",Full network,Unknown,Visits by government officials,Ended
7/15/2022,Cuba,Nationwide,Throttle,"Broadband, Mobile",Full network,Executive government,Protests,Ended
7/19/2022,India,"Deeg, Nagar, Kaman, Pahari and Sikri areas, Bharatpur, Rajasthan",Shutdown,Mobile,Full network,State government,Protests,Ended
7/23/2022,Ukraine,"Kherson and Zaporizhzhia Oblasts, Luhansk and Donetsk oblasts",Shutdown,"Broadband, Mobile",Service-based,Non-government,Conflict,Ended
7/26/2022,Ukraine,Kherson,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
8/5/2022,India,"Redwani area, Kulgam, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
8/6/2022,India,Manipur,Shutdown,Mobile,Full network,State government,Protests,Ended
8/7/2022,Afghanistan,Traffic slowed down for the entire country but specifically in Kabul,Shutdown,"Broadband, Mobile",Full network,Executive government,Religious holiday/anniversary,Ended
8/7/2022,India,"Lal Chowk area, Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
8/8/2022,Libya,Tobruk,Shutdown,"Broadband, Mobile",Full network,Unknown,Visits by government officials,Ended
8/10/2022,Sierra Leone,Nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
8/11/2022,Sierra Leone,Nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
8/11/2022,Somalia,Somaliland's Woqooyi Galbeed region,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
8/14/2022,India,"Surana village, Jalore, Rajasthan",Shutdown,Unknown,Full network,Unknown,Communal violence,Ended
8/21/2022,India,Assam,Shutdown,Mobile,Full network,State government,Exam cheating,Ended
8/21/2022,Libya,"Bohadi area, Sirte",Shutdown,Mobile,Full network,Unknown,Conflict,Unknown
9/9/2022,India,"Rajouri, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
9/11/2022,Ukraine,Kharkiv,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
9/13/2022,Armenia,NA,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ended
9/13/2022,Azerbaijan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ended
9/19/2022,Iran,Kurdistan,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Protests,Ended
9/21/2022,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Protests,Ongoing
9/21/2022,Iran,Nationwide,Shutdown,Mobile,Full network,Unknown,Protests,Ended
9/30/2022,Cuba,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
9/30/2022,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/3/2022,India,"Jammu and Rajouri Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/8/2022,Iran,Nationwide,Shutdown,Mobile,Full network,Unknown,Protests,Ended
